collection,version
CIESIN_SEDAC_GPWv4_NATIDEN,4.0
CIESIN_SEDAC_GPWv4_NATIDEN_R10,4.10
CIESIN_SEDAC_GPWv4_NATIDEN_R11,4.11
CIESIN_SEDAC_GPWv4_POPCOUNT,4.0
CIESIN_SEDAC_GPWv4_POPCOUNT_R10,4.10
CIESIN_SEDAC_GPWv4_POPCOUNT_R11,4.11
CIESIN_SEDAC_GPWv4_POPDENS,4.0
CIESIN_SEDAC_GPWv4_POPDENS_R10,4.10
CIESIN_SEDAC_GPWv4_POPDENS_R11,4.11
CIESIN_SEDAC_GRANDv1_DAMS,1.01
CIESIN_SEDAC_GRANDv1_RESERVOIRS,1.01
CIESIN_SEDAC_GROADS_CCRDSv1,1.0
CIESIN_SEDAC_GROADS_V1,1.0
CIESIN_SEDAC_GRUMPv1_COASTLINES,1.00
CIESIN_SEDAC_GRUMPv1_EXT,1.00
CIESIN_SEDAC_GRUMPv1_EXT02,1.02
CIESIN_SEDAC_GRUMPv1_LGUAG,1.00
CIESIN_SEDAC_GRUMPv1_NADMINBND,1.00
CIESIN_SEDAC_GRUMPv1_NATIDEN,1.00
CIESIN_SEDAC_GRUMPv1_POPCOUNT,1.00
CIESIN_SEDAC_GRUMPv1_POPDENS,1.00
CIESIN_SEDAC_GRUMPv1_STLMNT,1.00
CIESIN_SEDAC_GRUMPv1_STLMNT01,1.01
CIESIN_SEDAC_HANPP,1.0
CIESIN_SEDAC_HANPP_CPROD,1.0
CIESIN_SEDAC_HANPP_NPP,1.0
CIESIN_SEDAC_HANPP_PERCENT,1.0
CIESIN_SEDAC_HASO2_SO2_1850-2005,2.86
CIESIN_SEDAC_ICWQ_ACHLOA,1.0
CIESIN_SEDAC_ICWQ_ANC,1.00
CIESIN_SEDAC_ICWQ_CCHLOA,1.0
CIESIN_SEDAC_INDIA_AWCA,1.0
CIESIN_SEDAC_INDIA_CENSUS_2011,1.0
CIESIN_SEDAC_INDIA_VILSOCIOECON,1.0
CIESIN_SEDAC_IPCC_BASELINE,1.0
CIESIN_SEDAC_IPCC_GRI_MIDYR_0.3.7,0.3.7
CIESIN_SEDAC_IPCC_IS92_V11,1.0
CIESIN_SEDAC_IPCC_OBSERVED,1.0
CIESIN_SEDAC_IPCC_OBSERVED_AR5,2.01
CIESIN_SEDAC_IPCC_SAGDVCC,1.0
CIESIN_SEDAC_IPCC_SRES_1X1EM,1.0
CIESIN_SEDAC_IPCC_SRES_EMSC_V11,1.1
CIESIN_SEDAC_IPCC_SRES_FLGASES,1.0
CIESIN_SEDAC_LECZ_DELTA_V1,1.00
CIESIN_SEDAC_LECZ_SLRIRAMSARWII,1.0
CIESIN_SEDAC_LECZ_URPEV1,1.0
CIESIN_SEDAC_LECZ_URPLAEV3,3.00
CIESIN_SEDAC_LECZ_URPLAEv2,2.0
CIESIN_SEDAC_LULC_CAMVEGLCCCS,1.00
CIESIN_SEDAC_LULC_DPI,1.0
CIESIN_SEDAC_LULC_DTI_V1,1.0
CIESIN_SEDAC_LULC_HMTS,1.0
CIESIN_SEDAC_LULC_MANGROVES_2000,1.0
CIESIN_SEDAC_LULC_PUEXPANS_2030,1.0
CIESIN_SEDAC_LWP2_HF_GEOG,2.0
CIESIN_SEDAC_LWP2_HF_IGHP,2.0
CIESIN_SEDAC_LWP2_HII_GEOG,2.0
CIESIN_SEDAC_LWP2_HII_IGHP,2.0
CIESIN_SEDAC_LWP2_LW_GEOG,2.0
CIESIN_SEDAC_LWP2_LW_IGHP,2.0
CIESIN_SEDAC_LWP3_HF_1993,2018.00
CIESIN_SEDAC_LWP3_HF_2009,2018.00
CIESIN_SEDAC_LWP_HFP_GEOG,1.0
CIESIN_SEDAC_LWP_HFP_IGHP,1.0
CIESIN_SEDAC_LWP_LW_GEOG,1.0
CIESIN_SEDAC_LWP_LW_IGHP,1.0
CIESIN_SEDAC_LWP_TOPWA_GEOG,1.0
CIESIN_SEDAC_LWP_TOPWA_IGHP,1.0
CIESIN_SEDAC_MA_BIODIVERSITY,1.0
CIESIN_SEDAC_MA_CLIMLC,1.0
CIESIN_SEDAC_MA_ECOSYSTEMS,1.0
CIESIN_SEDAC_MA_POPULATION,1.0
CIESIN_SEDAC_MA_RLCC,1.0
CIESIN_SEDAC_MA_SCENARIOS,1.0
CIESIN_SEDAC_NAGDC_PLACE,1.0
CIESIN_SEDAC_NAGDC_PLACEII,2.0
CIESIN_SEDAC_NAGDC_PLACEIII,3.0
CIESIN_SEDAC_NAGDC_PLACEIV,4.00
CIESIN_SEDAC_NRMI_2010,2010.00
CIESIN_SEDAC_NRMI_2011,2011.00
CIESIN_SEDAC_NRMI_NRPCHI12,2012.00
CIESIN_SEDAC_NRMI_NRPCHI13,2013.00
CIESIN_SEDAC_NRMI_NRPCHI14,2014.00
CIESIN_SEDAC_NRMI_NRPCHI15,2015.00
CIESIN_SEDAC_NRMI_NRPCHI16,2016.00
CIESIN_SEDAC_NRMI_NRPCHI17,2017.00
CIESIN_SEDAC_NRMI_NRPCHI18,2018.00
CIESIN_SEDAC_NRMI_NRPCHI19,2019.00
CIESIN_SEDAC_NRMI_NRPCHI20,2020.00
CIESIN_SEDAC_NRMI_NRPCHI21,2021.00
CIESIN_SEDAC_NRMI_NRPCHI22,2022.00
CIESIN_SEDAC_NRMI_NRPCHI23,2023.00
CIESIN_SEDAC_PD_DPOPSSP,1.0
CIESIN_SEDAC_PD_LACPOP,1.0
CIESIN_SEDAC_PD_NETMIG_1970_2000,1.0
CIESIN_SEDAC_PD_POPCGTSE,1.0
CIESIN_SEDAC_PD_POPDGTSE,1.0
CIESIN_SEDAC_PD_PPUSCASRCSSP,1.00
CIESIN_SEDAC_PD_SSPBSYR_1_8th,1.01
CIESIN_SEDAC_PD_SSPBSYR_1km,1.01
CIESIN_SEDAC_PD_SSPPROJ,1.0
CIESIN_SEDAC_PEND_ALLOMSSF3,alpha
CIESIN_SEDAC_PEND_ALLOMSTXSF1,alpha
CIESIN_SEDAC_PEND_GDIS,1.00
CIESIN_SEDAC_PEND_HSF1,alpha
CIESIN_SEDAC_PEND_NOSF1,alpha
CIESIN_SEDAC_PEND_NOSF3,alpha
CIESIN_SEDAC_PMP_GRDI_2010_2020,1.00
CIESIN_SEDAC_PMP_GSPCM,1.0
CIESIN_SEDAC_PMP_IMR,1.0
CIESIN_SEDAC_PMP_IMR_V2,2.0
CIESIN_SEDAC_PMP_IMR_V2.01,2.01
CIESIN_SEDAC_PMP_PFSCS,1.0
CIESIN_SEDAC_PMP_SAEPI,1.0
CIESIN_SEDAC_PMP_UBN,1.00
CIESIN_SEDAC_SDEI_APM25_URBAN,1.00
CIESIN_SEDAC_SDEI_GEHE,1.00
CIESIN_SEDAC_SDEI_GFA_GRACE,1.00
CIESIN_SEDAC_SDEI_GFED4_CLTAB,1.0
CIESIN_SEDAC_SDEI_GFED4_GRIDS,1.0
CIESIN_SEDAC_SDEI_GWRPM25_MMSAOD,1.0
CIESIN_SEDAC_SDEI_GWRPM25_MMSAOD_4GL03,4.03
CIESIN_SEDAC_SDEI_GWRPM25_MMSVAOD_5GL04,5.04
CIESIN_SEDAC_SDEI_LST2013,1.0
CIESIN_SEDAC_SDEI_NO2,1.0
CIESIN_SEDAC_SDEI_PM25,1.0
CIESIN_SEDAC_SDEI_PM25_MMSAOD,1.0
CIESIN_SEDAC_SDEI_UHE,1.00
CIESIN_SEDAC_SDEI_UHI2013,1.0
CIESIN_SEDAC_SDEI_VDL,1.0
CIESIN_SEDAC_SDEI_YCEOUHI_V4,4.00
CIESIN_SEDAC_SDGI_ACCELEC_2023,2023.00
CIESIN_SEDAC_SDGI_RAI_2023,2023.00
CIESIN_SEDAC_SDGI_UAPT_2023,2023.00
CIESIN_SEDAC_SDGI_UPSAE_2023,2023.00
CIESIN_SEDAC_SDP_CGDP_A1A2B1B2,1.0
CIESIN_SEDAC_SDP_CPOP_A1B1A2,1.0
CIESIN_SEDAC_SDP_CPOP_B2,1.0
CIESIN_SEDAC_SDP_GGDP_B2,1.0
CIESIN_SEDAC_SDP_GPOP_B2,1.0
CIESIN_SEDAC_SPATIALECON_GECON4,4.0
CIESIN_SEDAC_SPATIALECON_LGII_V1,1.00
CIESIN_SEDAC_SPECIES_AMP_RICH15,2015.00
CIESIN_SEDAC_SPECIES_MAM_RICH15,2015.00
CIESIN_SEDAC_SSF_EPANPLSPDCMv2,2.0
CIESIN_SEDAC_SSF_HWSPDCMv2,2.00
CIESIN_SEDAC_SSF_HWSPDv2,2.0
CIESIN_SEDAC_SSP_1-8thDULEPBYGSSP,1.00
CIESIN_SEDAC_SSP_1-kmDULEPBYGSSP,1.00
CIESIN_SEDAC_SSP_GSNLITDB_V1,1.00
CIESIN_SEDAC_SSP_LITDB_V1,1.00
CIESIN_SEDAC_ULANDSAT_GMIS_V1,1.0
CIESIN_SEDAC_ULANDSAT_HBASE_V1,1.0
CIESIN_SEDAC_ULANDSAT_URBAN_LANDSAT,1.00
CIESIN_SEDAC_USCG_90SF1,1.0
CIESIN_SEDAC_USCG_90SF1MSA,1.0
CIESIN_SEDAC_USCG_90SF3,1.0
CIESIN_SEDAC_USCG_90SF3MSA,1.0
CIESIN_SEDAC_USCG_SF1,1.0
CIESIN_SEDAC_USCG_SF12010,1.0
CIESIN_SEDAC_USCG_SF1MSA,1.0
CIESIN_SEDAC_USCG_SF3,1.0
CIESIN_SEDAC_USCG_SF3MSA,1.0
CIESIN_SEDAC_USCG_USSVIG,1.00
CIESIN_SEDAC_USCG_USSVIG01,1.01
CIESIN_SEDAC_USPAT_BSCATTER_1993_2020,1.00
CIESIN_SEDAC_USPAT_DESLUIS,1.0
CIESIN_SEDAC_USPAT_GUPPD_V1,1.00
CIESIN_SEDAC_USPAT_HUP,1.0
CIESIN_SEDAC_USPAT_USUEXT2015,1.0
CIESIN_SEDAC_WACVM_CCPROD,1.0
CIESIN_SEDAC_WACVM_DEFOR200012,1.0
CIESIN_SEDAC_WACVM_DHS,1.0
CIESIN_SEDAC_WACVM_ECONSI,1.0
CIESIN_SEDAC_WACVM_GPWv4PR_PD,1.0
CIESIN_SEDAC_WACVM_GPWv4PR_PG,1.0
CIESIN_SEDAC_WACVM_GSSPEPP,1.0
CIESIN_SEDAC_WACVM_JRCMA,1.0
CIESIN_SEDAC_WACVM_MFD2000_POL,1.0
CIESIN_SEDAC_WACVM_OSM_ROADS,1.0
CIESIN_SEDAC_WACVM_PGLF_200813,1.0
CIESIN_SEDAC_WACVM_POPPROJ_203050,1.0
CIESIN_SEDAC_WACVM_SDMSPOLSNLEA_2010,1.0
CIESIN_SEDAC_WACVM_SMAMAMP_RICH,1.0
CIESIN_SEDAC_WACVM_SUBSETACE2,1.0
CIESIN_SEDAC_WACVM_SVI,1.0
CIESIN_SEDAC_WATER_WSIM_GLDAS_V1,1.00
CL07LC,1
CL07PLBK,1
CL07PLTB,1
CL07SM,1
CL07ST,1
CL07V,1
CL07VWC,1
CLAMS_CERES_CHESLIGHT_SONDE,1
CLAMS_CV580_CAR,1
CLAMS_ER2_MAS,1
CLAMS_MODIS_L2_AEROSOL_PRODUCTS,1
CLAMS_UWASH_CONVAIR_DATA,1
CLDCR_L2_VIIRS_SNPP,1
CLDMSK_L2_MODIS_Aqua,1
CLDMSK_L2_VIIRS_NOAA20,1
CLDMSK_L2_VIIRS_NOAA20_NRT,1
CLDMSK_L2_VIIRS_NOAA21,1
CLDMSK_L2_VIIRS_SNPP,1
CLDMSK_L2_VIIRS_SNPP_NRT,1
CLDPROPCOSP_D3_MODIS_Aqua,1.1
CLDPROPCOSP_D3_VIIRS_NOAA20,1.1
CLDPROPCOSP_D3_VIIRS_SNPP,1.1
CLDPROPCOSP_M3_MODIS_Aqua,1.1
CLDPROPCOSP_M3_VIIRS_NOAA20,1.1
CLDPROPCOSP_M3_VIIRS_SNPP,1.1
CLDPROP_D3_MODIS_Aqua,1.1
CLDPROP_D3_VIIRS_NOAA20,1.1
CLDPROP_D3_VIIRS_SNPP,1.1
CLDPROP_L2_MODIS_Aqua,1.1
CLDPROP_L2_VIIRS_NOAA20,1.1
CLDPROP_L2_VIIRS_SNPP,1.1
CLDPROP_M3_MODIS_Aqua,1.1
CLDPROP_M3_VIIRS_NOAA20,1.1
CLDPROP_M3_VIIRS_SNPP,1.1
CLIVAR,0
CMAQ-N_Module_1661,1
CMC0.1deg-CMC-L4-GLOB-v3.0,3.0
CMC0.2deg-CMC-L4-GLOB-v2.0,2.0
CMRMIAAE,2
CMRMIAAE,002
CMRMIALS,2
CMRMIALS,002
CMRMIGEO,2
CMRMIGEO,002
CMRMITST,2
CMRMITST,002
CMSFluxFire,1
CMSFluxFire,2
CMSFluxFirepost,1
CMSFluxFossilFuelPrior,2
CMSFluxFossilFuelPrior,3
CMSFluxFossilfuel,1
CMSFluxLandPrior,3
CMSFluxMISC,1
CMSFluxNBE,2
CMSFluxNBE,3
CMSFluxNBEPrior,2
CMSFluxNEE,1
CMSFluxOcean,3
CMSFluxOcean,1
CMSFluxOceanPrior,2
CMSFluxOceanPrior,3
CMSFluxTotal,2
CMSFluxTotal,3
CMSFluxTotalPrior,3
CMSFluxTotalpost,1
CMSFluxTotalprior,1
CMSGCH4F,1
CMSLakeHuronPPM,1
CMSLakeHuronPPY,1
CMSLakeMichiganPPM,1
CMSLakeMichiganPPY,1
CMSLakeSuperiorPPM,1
CMSLakeSuperiorPPY,1
CMS_AGB_Landcover_Indonesia_1645,1
CMS_AGB_NW_USA_1719,1
CMS_CH4_FLX_CA,1
CMS_CH4_FLX_MX,1
CMS_CH4_FLX_NAD,1
CMS_CO2_Fluxes_TBMO_1315,1
CMS_CONUS_Biomass_1752,1
CMS_CTL_NA_GOSAT_FOOTPRINTS,1
CMS_CTL_NA_OCO2_FOOTPRINTS,1
CMS_CTL_NA_TCCON_FOOTPRINTS,1
CMS_CTL_SA_OCO2_FOOTPRINTS,1
CMS_Coastal_Wetland_Resilience_1839,1
CMS_DARTE_V2_1735,2
CMS_Daily_ET_MexFlux_1309,1
CMS_EFT_CONUS_1659,1
CMS_Fire_Weather_Data_AK_1509,1
CMS_FluxEstimates_Aircraft_CO2_2336,1
CMS_Forest_Carbon_Fluxes_1313,1
CMS_Forest_Carbon_Maryland_1660,1
CMS_Forest_Productivity_1221,1
CMS_GO_CH4_SEC_TDYC_NA,1
CMS_Global_Cropland_Carbon_1279,1
CMS_Global_Fire_Atlas_1642,1
CMS_Global_Forest_AGC_2180,1
CMS_Global_Forest_Age_2345,1
CMS_Global_Livestock_CH4_CO2_1329,2
CMS_Global_Mangrove_Forest_Ht_2251,1
CMS_Global_Mangrove_Loss_1768,1
CMS_Global_Map_Mangrove_Canopy_1665,1.3
CMS_Global_Monthly_Wetland_CH4_1502,1
CMS_Global_Soil_Respiration_1736,1
CMS_Great_Basin_Biomass_1755,1
CMS_HR_MNA_CH4_FLUX,1
CMS_Landcover_Indonesia_1838,1
CMS_Landscapes_Brazil_Forests_1301,1
CMS_Landscapes_Brazil_LiDAR_1302,1
CMS_LiDAR_AGB_California_1537,1
CMS_LiDAR_AGB_PEF_2012_1318,1
CMS_LiDAR_Biomass_CanHt_Sonoma_1523,1
CMS_LiDAR_Biomass_MD_PA_DE_1538,2
CMS_LiDAR_Indonesia_1518,1
CMS_LiDAR_Point_Cloud_Zambezi_1521,1
CMS_LiDAR_Products_Indonesia_1540,1
CMS_Mangrove_Biomass_Zambezi_1522,1
CMS_Mangrove_CanHt_Stand_Age_1377,1
CMS_Mangrove_Canopy_Height_1327,1
CMS_Mangrove_Canopy_Ht_Zambezi_1357,1
CMS_Mangrove_Cover_1670,1.1
CMS_Maryland_AGB_Canopy_1320,1
CMS_Methane_Emissions_Boston_1291,1
CMS_Monthly_CO2_Gulf_1668,1
CMS_OCE_BGC_CCS,1
CMS_Pantropical_Forest_Biomass_1337,1
CMS_Pennsylvania_Tree_Cover_1334,1.1
CMS_Pilot_Biomass_1257,1
CMS_SABGOM_Model_Simulations_1510,1
CMS_SOC_Mexico_1754,1
CMS_SOC_Mexico_CONUS_1737,1
CMS_SST_GPP_Mexico_1310,1
CMS_Simulated_SIF_NiwotRidge_1720,1
CMS_Soil_CO2_Efflux_1298,1
CMS_WFEIS_CONUS-AK_1306,1
CMS_WRF_Footprints_CO2_Signals_1381,1
CMS_WRF_Model_Products_1338,1
CO2Fluxes_Arctic_Boreal_Domain_2377,1
COASTAL,0
COMEX_AJAX_CO2_CH4_2347,1
COMEX_AMOG_Mobile_Air_Surveys_2387,1
COMEX_AVIRIS_Classic_Flights_2343,1
COMEX_AVIRIS_NG_Flights_2342,1
COMEX_LongwaveInfrared_Imagery_2331,1
COOA,0
CORAL,0
COWVR_STPH8_L1_TSDR_V10.0,10.0
COWVR_STPH8_L2_EDR_V10.0,10.0
CPEXAW-ADM-Aeolus,1
CPEXAW-DAWN_DC8,1
CPEXAW-Dropsondes,1
CPEXAW-HALO_DC8,1
CPEXCV-DAWN_DC8,1
CPEXCV-Dropsondes,1
CPEXCV-HALO_DC8,1
CPEXCV_Cloud_AircraftInSitu_DC8_Data,1
CPEXCV_Merge_Data,1
CPEX_DAWN_DC8,1
CPL_ABL_Top_Height_1825,1
CRP,0
CStocks_Greenness_Mangroves_MX_1853,1
CUSTARD,0
CV-580_710,1
CYGNSS_L1_CAL_RAW_IF_V1.0,1.0
CYGNSS_L1_CDR_V1.0,1.0
CYGNSS_L1_CDR_V1.1,1.1
CYGNSS_L1_CDR_V1.2,1.2
CYGNSS_L1_FULL_DDM,1.0
CYGNSS_L1_FULL_DDM_V3.0,3.0
CYGNSS_L1_RAW_IF,1.0
CYGNSS_L1_V2.1,2.1
CYGNSS_L1_V3.0,3.0
CYGNSS_L1_V3.1,3.1
CYGNSS_L1_V3.2,3.2
CYGNSS_L2_CDR_V1.0,1.0
CYGNSS_L2_CDR_V1.1,1.1
CYGNSS_L2_CDR_V1.2,1.2
CYGNSS_L2_SURFACE_FLUX_CDR_V1.0,1.0
CYGNSS_L2_SURFACE_FLUX_CDR_V1.1,1.1
CYGNSS_L2_SURFACE_FLUX_CDR_V1.2,1.2
CYGNSS_L2_SURFACE_FLUX_V1.0,1.0
CYGNSS_L2_SURFACE_FLUX_V2.0,2.0
CYGNSS_L2_SURFACE_FLUX_V3.2,3.2
CYGNSS_L2_V2.1,2.1
CYGNSS_L2_V3.0,3.0
CYGNSS_L2_V3.1,3.1
CYGNSS_L2_V3.2,3.2
CYGNSS_L3_CDR_V1.0,1.0
CYGNSS_L3_CDR_V1.1,1.1
CYGNSS_L3_CDR_V1.2,1.2
CYGNSS_L3_MICROPLASTIC_V1.0,1.0
CYGNSS_L3_MICROPLASTIC_V3.2,3.2
CYGNSS_L3_MRG_NRT_V3.2,3.2
CYGNSS_L3_MRG_NRT_V3.2.1,3.2.1
CYGNSS_L3_MRG_NRT_V3.2.2,3.2.2
CYGNSS_L3_MRG_V3.2,3.2
CYGNSS_L3_MRG_V3.2.1,3.2.1
CYGNSS_L3_MRG_V3.2.2,3.2.2
CYGNSS_L3_S1.0,1.0
CYGNSS_L3_SOIL_MOISTURE_V1.0,1.0
CYGNSS_L3_SOIL_MOISTURE_V3.2,3.2
CYGNSS_L3_UC_BERKELEY_WATERMASK_DAILY_V3.2,3.2
CYGNSS_L3_UC_BERKELEY_WATERMASK_V3.1,3.1
CYGNSS_L3_V2.1,2.1
CYGNSS_L3_V3.0,3.0
CYGNSS_L3_V3.1,3.1
CYGNSS_L3_V3.2,3.2
CYGNSS_NOAA_L2_SWSP_25KM_V1.2,1.2
CZCS_L0,1
CZCS_L1,2
CZCS_L2_OC,2022.0
CZCS_L3b_CHL,2022.0
CZCS_L3b_KD,2022.0
CZCS_L3b_RRS,2022.0
CZCS_L3m_CHL,2022.0
CZCS_L3m_KD,2022.0
CZCS_L3m_RRS,2022.0
C_FluxStocks_CLM5_DART_WestUS_1856,1
C_Pools_Fluxes_CONUS_1837,1
CaTS,0
CalCOFI,0
California_2002,0
CanSIS_Regional_Soils_1347,2
Canada_Boreal_Forest_Greenness_1587,1
Canadian_West_Arctic_Veg_Plots_1543,1
CapeHatteras2010,0
Carbon_Estuaries,0
Carbon_Transport_MS_River,0
Carbon_UAV,0
Cartagena_Station,0
Catlin_Arctic_Survey,0
ChesBay,0
Chesapeake_Bay_Helicopter,0
Chesapeake_Bay_Plume,0
Chesapeake_Bay_Water_Quality,0
Chesapeake_Light_Tower,0
Chlorophyll_Fluorescence_Data_1785,1
CircumArctic_Trends_Hotspots_2322,1
ClearLake_WQ,0
CliVEC,0
Climate_Normals_Modern_LGM_AK_1663,1
CoJet,0
Coastal_Carbon_Budget_NE_US_1594,1
Coastal_US_Elevation_Data_1844,1
Continuous_Lifeform_Maps_CONUS_1809,1
Country_SOC_Latin_America_1615,1
CramerLeemans_416,1
Cropland_Carbon_Fluxes_2125,1
Crops_SIF_VegIndices_IL_NE_2136,1
CubeSat_Arctic_Boreal_LakeArea_1667,1
Cyanate,0
DC3_Aerosol_AircraftInSitu_DC8_Data,1
DC3_Aerosol_AircraftInSitu_DLR-Falcon_Data,1
DC3_Aerosol_AircraftInSitu_NSF-GV-HIAPER_Data,1
DC3_AircraftRemoteSensing_DIAL_DC8_Data,1
DC3_Cloud_AircraftInSitu_DC8_Data,1
DC3_Cloud_AircraftInSitu_NSF-GV-HIAPER_Data,1
DC3_Merge_Data,1
DC3_MetNav_AircraftInSitu_DC8_Data,1
DC3_MetNav_AircraftInSitu_DLR-Falcon_Data,1
DC3_MetNav_AircraftInSitu_NSF-GV-HIAPER_Data,1
DC3_Miscellaneous_DC8_Data,1
DC3_Miscellaneous_DLR-Falcon_Data,1
DC3_Miscellaneous_NSF-GV-HIAPER_Data,1
DC3_Radiation_AircraftInSitu_DC8_Data,1
DC3_TraceGas_AircraftInSitu_DC8_Data,1
DC3_TraceGas_AircraftInSitu_DLR-Falcon_Data,1
DC3_TraceGas_AircraftInSitu_NSF-GV-HIAPER_Data,1
DC3_jValue_AircraftInSitu_DC8_Data,1
DC3_jValue_AircraftInSitu_NSF-GV-HIAPER_Data,1
DCOTSS-Aircraft-Data,1
DCOTSS-Balloon-Data,1
DCOTSS-Model-Output,1
DCOTSS-Radar-Satellite-Data,1
DCOTSS-Reports,1
DECKLAB,0
DEVOTE_Aerosol_AircraftInSitu_B200_Data,1
DEVOTE_AircraftRemoteSensing_UC12_HSRL_Data,1
DEVOTE_AircraftRemoteSensing_UC12_RSP_Data,1
DEVOTE_MetNav_AircraftInSitu_B200_Data,1
DEVOTE_MetNav_AircraftInSitu_UC12_Data,1
DFO_Canada_Time_Series,0
DISCOVERAQ_California_Aerosol_AircraftInSitu_P3B_Data,1
DISCOVERAQ_California_AircraftRemoteSensing_B200_ACAM_Data,1
DISCOVERAQ_California_AircraftRemoteSensing_B200_HSRL2_Data,1
DISCOVERAQ_California_Ground_Analysis_Ancillary_Data,1
DISCOVERAQ_California_Ground_Bakersfield_Data,1
DISCOVERAQ_California_Ground_CARB_Data,1
DISCOVERAQ_California_Ground_Fresno_Data,1
DISCOVERAQ_California_Ground_Huron_Data,1
DISCOVERAQ_California_Ground_Oildale_Data,1
DISCOVERAQ_California_Ground_Pandora_Data,1
DISCOVERAQ_California_Ground_Porterville_Data,1
DISCOVERAQ_California_Ground_SJV_Data,1
DISCOVERAQ_California_Merge_Data,1
DISCOVERAQ_California_MetNav_AircraftInSitu_B200_Data,1
DISCOVERAQ_California_MetNav_AircraftInSitu_P3B_Data,1
DISCOVERAQ_California_Ozonesondes_Data,1
DISCOVERAQ_California_TraceGas_AircraftInSitu_P3B_Data,1
DISCOVERAQ_Colorado_Aerosol_AircraftInSitu_P3B_Data,1
DISCOVERAQ_Colorado_AircraftRemoteSensing_B200_ACAM_Data,1
DISCOVERAQ_Colorado_AircraftRemoteSensing_B200_GCAS_Data,1
DISCOVERAQ_Colorado_AircraftRemoteSensing_B200_HSRL2_Data,1
DISCOVERAQ_Colorado_AircraftRemoteSensing_Falcon_GeoTASO_Data,1
DISCOVERAQ_Colorado_Ground_BAOTower_Data,1
DISCOVERAQ_Colorado_Ground_CDPHE_Data,1
DISCOVERAQ_Colorado_Ground_EPA_Data,1
DISCOVERAQ_Colorado_Ground_FortCollins_Data,1
DISCOVERAQ_Colorado_Ground_Mobile_Data,1
DISCOVERAQ_Colorado_Ground_NREL-Golden_Data,1
DISCOVERAQ_Colorado_Ground_Pandora_Data,1
DISCOVERAQ_Colorado_Ground_Platteville_Data,1
DISCOVERAQ_Colorado_Ground_TableMountain_Data,1
DISCOVERAQ_Colorado_Merge_Data,1
DISCOVERAQ_Colorado_MetNav_AircraftInSitu_B200_Data,1
DISCOVERAQ_Colorado_MetNav_AircraftInSitu_P3B_Data,1
DISCOVERAQ_Colorado_Model_Data,1
DISCOVERAQ_Colorado_Ozonesondes_Data,1
DISCOVERAQ_Colorado_Radiation_AircraftRemoteSensing_CAR_Data,1
DISCOVERAQ_Colorado_TraceGas_AircraftInSitu_P3B_Data,1
DISCOVERAQ_Maryland_Aerosol_AircraftInSitu_P3B_Data,1
DISCOVERAQ_Maryland_AircraftRemoteSensing_UC12_ACAM_Data,1
DISCOVERAQ_Maryland_AircraftRemoteSensing_UC12_HSRL_Data,1
DISCOVERAQ_Maryland_Ground_Aldino_Data,1
DISCOVERAQ_Maryland_Ground_Analysis_Ancillary_Data,1
DISCOVERAQ_Maryland_Ground_Beltsville_Data,1
DISCOVERAQ_Maryland_Ground_Edgewood_Data,1
DISCOVERAQ_Maryland_Ground_Essex_Data,1
DISCOVERAQ_Maryland_Ground_Fairhill_Data,1
DISCOVERAQ_Maryland_Ground_Oldtown_Data,1
DISCOVERAQ_Maryland_Ground_Padonia_Data,1
DISCOVERAQ_Maryland_Ground_Pandora_Data,1
DISCOVERAQ_Maryland_Ground_UMBC_Data,1
DISCOVERAQ_Maryland_Merge_Data,1
DISCOVERAQ_Maryland_MetNav_AircraftInSitu_P3B_Data,1
DISCOVERAQ_Maryland_MetNav_AircraftInSitu_UC12_Data,1
DISCOVERAQ_Maryland_Ozonesondes_Data,1
DISCOVERAQ_Maryland_Ship_NOAA-DelawareII_Data,1
DISCOVERAQ_Maryland_TraceGas_AircraftInSitu_P3B_Data,1
DISCOVERAQ_Maryland_UMDAircraft_Data,1
DISCOVERAQ_Texas_Aerosol_AircraftInSitu_P3B_Data,1
DISCOVERAQ_Texas_AircraftRemoteSensing_B200_ACAM_Data,1
DISCOVERAQ_Texas_AircraftRemoteSensing_B200_GCAS_Data,1
DISCOVERAQ_Texas_AircraftRemoteSensing_B200_HSRL2_Data,1
DISCOVERAQ_Texas_AircraftRemoteSensing_Falcon_GeoTASO_Data,1
DISCOVERAQ_Texas_Ground_Ancillary_Analysis_Data,1
DISCOVERAQ_Texas_Ground_EPA_Data,1
DISCOVERAQ_Texas_Ground_Galveston_Data,1
DISCOVERAQ_Texas_Ground_LaPorteAirport_Data,1
DISCOVERAQ_Texas_Ground_ManvelCroix_Data,1
DISCOVERAQ_Texas_Ground_MoodyTower_Data,1
DISCOVERAQ_Texas_Ground_Pandora_Data,1
DISCOVERAQ_Texas_Ground_SmithPoint_Data,1
DISCOVERAQ_Texas_Ground_TCEQ_Data,1
DISCOVERAQ_Texas_Merge_Data,1
DISCOVERAQ_Texas_MetNav_AircraftInSitu_B200_Data,1
DISCOVERAQ_Texas_MetNav_AircraftInSitu_P3B_Data,1
DISCOVERAQ_Texas_Ozonesondes_Data,1
DISCOVERAQ_Texas_TraceGas_AircraftInSitu_P3B_Data,1
DISCover_land_cover_679,1
DLEM_C_N_Export_1699,1
DMI_OI-DMI-L4-GLOB-v1.0,1.0
DORIS_IDS_DPOD_prod,1
DORIS_IDS_EOP_prod,1
DORIS_IDS_cum_pos_prod,1
